"Master Protein Accessions","conica_chloroplast_1","conica_chloroplast_2","conica_mito_1","conica_mito_2","conica_nuclear_1","conica_nuclear_2"
"Sconica_v3_40938-RA",0,0,0,0,3,3
"Sconica_v3_41018-RA",0,0,0,0,3,5
"Sconica_v3_41097-RA",0,0,0,0,2,2
"Sconica_v3_41161-RA",0,0,0,0,2,1
"Sconica_v3_41200-RA",0,0,0,0,4,1
"Sconica_v3_41201-RA",0,0,0,0,7,7
"Sconica_v3_41283-RA",0,0,0,0,1,0
"Sconica_v3_41355-RA",0,0,0,0,1,1
"Sconica_v3_41498-RA",0,0,0,0,1,0
"Sconica_v3_41567-RA",0,0,0,0,1,0
"Sconica_v3_41599-RA",0,0,0,0,4,1
"Sconica_v3_41696-RA",0,0,0,0,1,11
"Sconica_v3_41721-RA",0,0,0,0,1,1
"Sconica_v3_41784-RA",0,0,0,0,2,4
"Sconica_v3_41921-RA",0,0,0,0,2,1
"Sconica_v3_41998-RA",0,0,0,0,3,4
"Sconica_v3_42019-RA",0,0,0,0,1,3
"Sconica_v3_42101-RA",0,0,0,0,3,0
"Sconica_v3_42204-RA",0,0,0,0,1,2
"Sconica_v3_42255-RA",0,0,0,0,1,0
"Sconica_v3_42354-RA",0,0,0,0,1,4
"Sconica_v3_42474-RA",0,0,0,0,2,0
"Sconica_v3_42520-RA",0,0,0,0,4,0
"Sconica_v3_42618-RA",0,0,0,0,1,0
"Sconica_v3_42849-RA",0,0,0,0,1,1
"Sconica_v3_42909-RA",0,0,0,0,6,5
"Sconica_v3_42955-RA",0,0,0,0,2,1
"Sconica_v3_42986-RA",0,0,0,0,1,0
"Sconica_v3_43080-RA",0,0,0,0,3,7
"Sconica_v3_43090-RA",0,0,0,0,5,2
"Sconica_v3_43225-RA",0,0,0,0,3,5
"Sconica_v3_43244-RA",0,0,0,0,1,1
"Sconica_v3_43462-RA",0,0,0,0,3,1
"Sconica_v3_43486-RA",0,0,0,0,5,10
"Sconica_v3_43654-RA",0,0,0,0,1,0
"Sconica_v3_44183-RA",0,0,0,0,1,0
"Sconica_v3_44509-RA",0,0,0,0,1,0
"Sconica_v3_44515-RA",0,0,0,0,6,0
"Sconica_v3_44522-RA",0,0,0,0,4,2
"Sconica_v3_44590-RA",0,0,0,0,3,2
"Sconica_v3_44677-RA",0,0,0,0,3,0
"Sconica_v3_44694-RA",0,0,0,0,1,0
"Sconica_v3_44758-RA",0,0,0,0,1,0
"Sconica_v3_44782-RA",0,0,0,0,3,1
"Sconica_v3_44825-RA",0,0,0,0,2,7
"Sconica_v3_44959-RA",0,0,0,0,2,3
"Sconica_v3_44972-RA",0,0,0,0,3,3
"Sconica_v3_44980-RA",0,0,0,0,1,0
"Sconica_v3_45017-RA",0,0,0,0,1,1
"Sconica_v3_45093-RA",0,0,0,0,17,16
"Sconica_v3_45239-RA",0,0,0,0,3,0
"Sconica_v3_45438-RA",0,0,0,0,1,2
"Sconica_v3_45492-RA",0,0,0,0,2,0
"Sconica_v3_45560-RA",0,0,0,0,4,2
"Sconica_v3_45594-RA",0,0,0,0,1,2
"Sconica_v3_45677-RA",0,0,0,0,1,11
"Sconica_v3_45763-RA",0,0,0,0,1,0
"Sconica_v3_45791-RA",0,0,0,0,5,1
"Sconica_v3_45822-RA",0,0,0,0,2,2
"Sconica_v3_45957-RA",0,0,0,0,3,2
"Sconica_v3_46025-RA",0,0,0,0,1,0
"Sconica_v3_46069-RA",0,0,0,0,1,0
"Sconica_v3_46174-RA",0,0,0,0,1,0
"Sconica_v3_46640-RA",0,0,0,0,1,4
"Sconica_v3_46644-RA",0,0,0,0,5,7
"Sconica_v3_46681-RA",0,0,0,0,1,0
"Sconica_v3_46694-RA",0,0,0,0,3,2
"Sconica_v3_46725-RA",0,0,0,0,1,0
"Sconica_v3_46737-RA",0,0,0,0,1,0
"Sconica_v3_46763-RA",0,0,0,0,1,2
"Sconica_v3_46879-RA",0,0,0,0,7,2
"Sconica_v3_46887-RA",0,0,0,0,2,0
"Sconica_v3_46930-RA",0,0,0,0,3,0
"Sconica_v3_47009-RA",0,0,0,0,1,2
"Sconica_v3_47020-RA",0,0,0,0,1,1
"Sconica_v3_47028-RA",0,0,0,0,1,1
"Sconica_v3_47096-RA",0,0,0,0,6,5
"Sconica_v3_47112-RA",0,0,0,0,1,0
"Sconica_v3_47239-RA",0,0,0,0,1,0
"Sconica_v3_47262-RA",0,0,0,0,1,0
"Sconica_v3_47280-RA",0,0,0,0,2,0
"Sconica_v3_47498-RA",0,0,0,0,1,1
"Sconica_v3_47732-RA",0,0,0,0,1,0
"Sconica_v3_47799-RA",0,0,0,0,1,0
"Sconica_v3_47852-RA",0,0,0,0,6,7
"Sconica_v3_47925-RA",0,0,0,0,1,0
"Sconica_v3_48123-RA",0,0,0,0,1,0
"Sconica_v3_48188-RA",0,0,0,0,1,0
"Sconica_v3_48202-RA",0,0,0,0,1,0
"Sconica_v3_48424-RA",0,0,0,0,16,1
"Sconica_v3_48592-RA",0,0,0,0,9,8
"Sconica_v3_48624-RA",0,0,0,0,10,9
"Sconica_v3_48653-RA",0,0,0,0,1,8
"Sconica_v3_48894-RA",0,0,0,0,1,0
"Sconica_v3_48909-RA",0,0,0,0,2,3
"Sconica_v3_48910-RA",0,0,0,0,4,4
"Sconica_v3_48914-RA",0,0,0,0,1,0
"Sconica_v3_48948-RA",0,0,0,0,1,0
"Sconica_v3_49088-RA",0,0,0,0,8,8
"Sconica_v3_49252-RA",0,0,0,0,6,8
"Sconica_v3_49434-RA",0,0,0,0,1,3
"Sconica_v3_49475-RA",0,0,0,0,3,2
"Sconica_v3_49521-RA",0,0,0,0,3,3
"Sconica_v3_49534-RA",0,0,0,0,4,6
"Sconica_v3_49604-RA",0,0,0,0,6,4
"Sconica_v3_50112-RA",0,0,0,0,1,4
"Sconica_v3_50182-RA",0,0,0,0,1,0
"Sconica_v3_50186-RA",0,0,0,0,2,4
"Sconica_v3_50488-RA",0,0,0,0,4,2
"Sconica_v3_51010-RA",0,0,0,0,1,0
"Sconica_v3_51103-RA",0,0,0,0,4,3
"Sconica_v3_51222-RA",0,0,0,0,4,3
"Sconica_v3_51284-RA",0,0,0,0,9,11
"Sconica_v3_51285-RA",0,0,0,0,1,1
"Sconica_v3_51347-RA",0,0,0,0,5,5
"Sconica_v3_51453-RA",0,0,0,0,3,0
"Sconica_v3_51595-RA",0,0,0,0,2,2
"Sconica_v3_51662-RA",0,0,0,0,4,1
"Sconica_v3_51724-RA",0,0,0,0,1,0
"Sconica_v3_51932-RA",0,0,0,0,5,14
"Sconica_v3_52121-RA",0,0,0,0,1,1
"Sconica_v3_52247-RA",0,0,0,0,3,4
"Sconica_v3_52293-RA",0,0,0,0,3,2
"Sconica_v3_52320-RA",0,0,0,0,1,0
"Sconica_v3_52374-RA",0,0,0,0,1,1
"Sconica_v3_52379-RA",0,0,0,0,3,4
"Sconica_v3_52389-RA",0,0,0,0,6,7
"Sconica_v3_52484-RA",0,0,0,0,1,1
"Sconica_v3_52503-RA",0,0,0,0,12,8
"Sconica_v3_52542-RA",0,0,0,0,2,3
"Sconica_v3_52618-RA",0,0,0,0,2,1
"Sconica_v3_52701-RA",0,0,0,0,1,2
"Sconica_v3_52744-RA",0,0,0,0,1,2
"Sconica_v3_52757-RA",0,0,0,0,1,2
"Sconica_v3_52909-RA",0,0,0,0,1,0
"Sconica_v3_53043-RA",0,0,0,0,2,3
"Sconica_v3_53098-RA",0,0,0,0,2,4
"Sconica_v3_53117-RA",0,0,0,0,6,18
"Sconica_v3_53129-RA",0,0,0,0,1,0
"Sconica_v3_53166-RA",0,0,0,0,1,1
"Sconica_v3_53259-RA",0,0,0,0,1,1
"Sconica_v3_53283-RA",0,0,0,0,2,0
"Sconica_v3_53325-RA",0,0,0,0,2,0
"Sconica_v3_53413-RA",0,0,0,0,8,5
"Sconica_v3_53445-RA",0,0,0,0,1,1
"Sconica_v3_53488-RA",0,0,0,0,2,2
"Sconica_v3_53559-RA",0,0,0,0,1,0
"Sconica_v3_53563-RA",0,0,0,0,1,0
"Sconica_v3_53596-RA",0,0,0,0,3,1
"Sconica_v3_53598-RA",0,0,0,0,2,0
"Sconica_v3_53643-RA",0,0,0,0,1,0
"Sconica_v3_53690-RA",0,0,0,0,1,1
"Sconica_v3_53723-RA",0,0,0,0,1,0
"Sconica_v3_53761-RA",0,0,0,0,13,10
"Sconica_v3_53834-RA",0,0,0,0,1,1
"Sconica_v3_53978-RA",0,0,0,0,1,13
"Sconica_v3_54223-RA",0,0,0,0,1,4
"Sconica_v3_54227-RA",0,0,0,0,2,2
"Sconica_v3_54238-RA",0,0,0,0,3,3
"Sconica_v3_54395-RA",0,0,0,0,1,0
"Sconica_v3_54415-RA",0,0,0,0,2,2
"Sconica_v3_54458-RA",0,0,0,0,1,2
"Sconica_v3_54647-RA",0,0,0,0,1,0
"Sconica_v3_54780-RA",0,0,0,0,8,15
"Sconica_v3_54803-RA",0,0,0,0,1,0
"Sconica_v3_54877-RA",0,0,0,0,1,0
"Sconica_v3_54912-RA",0,0,0,0,6,4
"Sconica_v3_54917-RA",0,0,0,0,6,6
"Sconica_v3_54927-RA",0,0,0,0,3,3
"Sconica_v3_55000-RA",0,0,0,0,2,13
"Sconica_v3_55062-RA",0,0,0,0,2,1
"Sconica_v3_55103-RA",0,0,0,0,4,7
"Sconica_v3_55113-RA",0,0,0,0,1,0
"Sconica_v3_55114-RA",0,0,0,0,4,5
"Sconica_v3_55149-RA",0,0,0,0,1,1
"Sconica_v3_55710-RA",0,0,0,0,1,0
"Sconica_v3_56141-RA",0,0,0,0,1,1
"Sconica_v3_56211-RA",0,0,0,0,2,2
"Sconica_v3_56276-RA",0,0,0,0,3,1
"Sconica_v3_56642-RA",0,0,0,0,8,1
"Sconica_v3_56873-RA",0,0,0,0,1,2
"Sconica_v3_56876-RA",0,0,0,0,2,2
"Sconica_v3_56894-RA",0,0,0,0,2,2
"Sconica_v3_56959-RA",0,0,0,0,1,1
"Sconica_v3_57040-RA",0,0,0,0,1,0
"Sconica_v3_57049-RA",0,0,0,0,4,4
"Sconica_v3_57058-RA",0,0,0,0,9,5
"Sconica_v3_57182-RA",0,0,0,0,2,0
"Sconica_v3_57183-RA",0,0,0,0,5,3
"Sconica_v3_57259-RA",0,0,0,0,1,1
"Sconica_v3_57324-RA",0,0,0,0,2,5
"Sconica_v3_57366-RA",0,0,0,0,3,0
"Sconica_v3_57498-RA",0,0,0,0,4,2
"Sconica_v3_57602-RA",0,0,0,0,1,0
"Sconica_v3_57690-RA",0,0,0,0,2,2
"Sconica_v3_57716-RA",0,0,0,0,2,3
"Sconica_v3_57803-RA",0,0,0,0,7,6
"Sconica_v3_57906-RA",0,0,0,0,1,1
"Sconica_v3_57963-RA",0,0,0,0,2,0
"Sconica_v3_57988-RA",0,0,0,0,1,2
"Sconica_v3_58000-RA",0,0,0,0,1,0
"Sconica_v3_58013-RA",0,0,0,0,2,1
"Sconica_v3_58047-RA",0,0,0,0,4,7
"Sconica_v3_58079-RA",0,0,0,0,3,2
"Sconica_v3_58085-RA",0,0,0,0,1,1
"Sconica_v3_58098-RA",0,0,0,0,6,6
"Sconica_v3_58165-RA",0,0,0,0,1,0
"Sconica_v3_58231-RA",0,0,0,0,1,0
"Sconica_v3_58257-RA",0,0,0,0,1,1
"Sconica_v3_58312-RA",0,0,0,0,6,6
"Sconica_v3_58345-RA",0,0,0,0,2,1
"Sconica_v3_58363-RA",0,0,0,0,4,9
"Chr01-anno1.g58192.t1",0,0,0,0,0,1
"Chr01-anno1.g59750.t1",0,0,0,0,0,1
"Chr01-anno1.g59850.t1",0,0,0,0,0,5
"Chr01-anno1.g61053.t1",0,0,0,0,0,1
"Chr01-anno1.g61821.t1",0,0,0,0,0,2
"Chr01-anno1.g61939.t1",0,0,0,0,0,1
"Chr01-anno1.g63223.t1",0,0,0,0,0,2
"Chr01-anno1.g63475.t1",0,0,0,0,0,1
"Chr01-anno1.g63535.t1",0,0,0,0,0,3
"Chr01-anno1.g63575.t1",0,0,0,0,0,2
"Chr01-anno1.g63653.t1",0,0,0,0,0,1
"Chr01-anno1.g63918.t1",0,0,0,0,0,3
"Chr01-anno1.g64181.t1",0,0,0,0,0,1
"Chr01-anno1.g64255.t1",0,0,0,0,0,9
"Chr01-anno1.g64487.t1",0,0,0,0,0,2
"Chr01-anno1.g64619.t1",0,0,0,0,0,6
"Chr01-anno1.g64708.t1",0,0,0,0,0,1
"Chr01-anno1.g64749.t1",0,0,0,0,0,2
"Chr01-anno2.g43912.t1",0,0,0,0,0,1
"Chr01-anno2.g45463.t1",0,0,0,0,0,1
"Chr01-anno2.g47018.t1",0,0,0,0,0,1
"Chr01-anno2.g47683.t1",0,0,0,0,0,1
"Chr01-anno2.g47907.t1",0,0,0,0,0,2
"Chr01-anno2.g49833.t1",0,0,0,0,0,1
"Chr01-anno2.g51251.t1",0,0,0,0,0,1
"Chr01-long_reads1.PB.197.1",0,0,0,0,0,1
"Chr01-long_reads1.PB.416.1",0,0,0,0,0,1
"Chr01-long_reads1.PB.426.1",0,0,0,0,0,1
"Chr01-long_reads1.PB.81.1",0,0,0,0,0,1
"Chr02-anno1.g20469.t1",0,0,0,0,0,1
"Chr02-anno1.g21072.t1",0,0,0,0,0,1
"Chr02-anno1.g21119.t1",0,0,0,0,0,1
"Chr02-anno1.g21528.t1",0,0,0,0,0,2
"Chr02-anno1.g22082.t1",0,0,0,0,0,2
"Chr02-anno1.g22205.t1",0,0,0,0,0,1
"Chr02-anno1.g24543.t1",0,0,0,0,0,2
"Chr02-anno1.g24566.t1",0,0,0,0,0,1
"Chr02-anno1.g25458.t1",0,0,0,0,0,1
"Chr02-anno1.g26539.t1",0,0,0,0,0,1
"Chr02-anno1.g26666.t1",0,0,0,0,0,1
"Chr02-anno1.g26947.t1",0,0,0,0,0,3
"Chr02-anno1.g27506.t1",0,0,0,0,0,1
"Chr02-anno2.g14623.t1",0,0,0,0,0,1
"Chr02-anno2.g14700.t1",0,0,0,0,0,3
"Chr02-anno2.g14994.t1",0,0,0,0,0,1
"Chr02-anno2.g15845.t1",0,0,0,0,0,1
"Chr02-anno2.g15982.t1",0,0,0,0,0,1
"Chr02-anno2.g16081.t1",0,0,0,0,0,2
"Chr02-anno2.g8493.t1",0,0,0,0,0,1
"Chr02-long_reads1.PB.666.1",0,0,0,0,0,1
"Chr02-long_reads1.PB.979.2",0,0,0,0,0,1
"Chr03-anno1.g51625.t1",0,0,0,0,0,1
"Chr03-anno1.g51645.t1",0,0,0,0,0,1
"Chr03-anno1.g52328.t1",0,0,0,0,0,2
"Chr03-anno1.g52947.t1",0,0,0,0,0,1
"Chr03-anno1.g53413.t1",0,0,0,0,0,1
"Chr03-anno1.g53454.t1",0,0,0,0,0,2
"Chr03-anno1.g53737.t1",0,0,0,0,0,1
"Chr03-anno1.g54179.t1",0,0,0,0,0,3
"Chr03-anno1.g54181.t1",0,0,0,0,0,2
"Chr03-anno1.g54204.t1",0,0,0,0,0,1
"Chr03-anno1.g55592.t1",0,0,0,0,0,3
"Chr03-anno1.g55624.t1",0,0,0,0,0,2
"Chr03-anno1.g55763.t1",0,0,0,0,0,2
"Chr03-anno1.g56406.t1",0,0,0,0,0,1
"Chr03-anno1.g56500.t1",0,0,0,0,0,2
"Chr03-anno1.g56782.t1",0,0,0,0,0,6
"Chr03-anno1.g56958.t1",0,0,0,0,0,1
"Chr03-anno1.g57034.t1",0,0,0,0,0,2
"Chr03-anno1.g57231.t1",0,0,0,0,0,2
"Chr03-anno1.g57441.t1",0,0,0,0,0,5
"Chr03-anno1.g57531.t1",0,0,0,0,0,1
"Chr03-anno1.g57612.t1",0,0,0,0,0,1
"Chr03-anno1.g57682.t1",0,0,0,0,0,2
"Chr03-anno1.g57884.t1",0,0,0,0,0,2
"Chr03-anno2.g18333.t1",0,0,0,0,0,1
"Chr03-anno2.g19292.t1",0,0,0,0,0,1
"Chr03-anno2.g20267.t1",0,0,0,0,0,2
"Chr03-anno2.g20526.t1",0,0,0,0,0,1
"Chr03-anno2.g20643.t1",0,0,0,0,0,3
"Chr03-long_reads1.PB.1210.2",0,0,0,0,0,1
"Chr03-long_reads1.PB.1443.2",0,0,0,0,0,1
"Chr03-long_reads1.PB.1476.1",0,0,0,0,0,1
"Chr03-long_reads1.PB.1653.1",0,0,0,0,0,1
"Chr04-anno1.g45330.t1",0,0,0,0,0,2
"Chr04-anno1.g45619.t1",0,0,0,0,0,1
"Chr04-anno1.g45722.t1",0,0,0,0,0,1
"Chr04-anno1.g46792.t1",0,0,0,0,0,1
"Chr04-anno1.g47378.t1",0,0,0,0,0,1
"Chr04-anno1.g47806.t1",0,0,0,0,0,1
"Chr04-anno1.g49401.t1",0,0,0,0,0,1
"Chr04-anno1.g50094.t1",0,0,0,0,0,1
"Chr04-anno1.g50409.t1",0,0,0,0,0,1
"Chr04-anno1.g51283.t1",0,0,0,0,0,1
"Chr04-anno2.g25138.t1",0,0,0,0,0,1
"Chr04-anno2.g26717.t1",0,0,0,0,0,1
"Chr04-anno2.g30033.t1",0,0,0,0,0,3
"Chr04-anno2.g30960.t1",0,0,0,0,0,1
"Chr04-anno2.g31178.t1",0,0,0,0,0,1
"Chr04-long_reads1.PB.1759.5",0,0,0,0,0,1
"Chr04-long_reads1.PB.2142.1",0,0,0,0,0,2
"Chr05-anno1.g10358.t1",0,0,0,0,0,2
"Chr05-anno1.g10423.t1",0,0,0,0,0,1
"Chr05-anno1.g10917.t1",0,0,0,0,0,1
"Chr05-anno1.g11527.t1",0,0,0,0,0,6
"Chr05-anno1.g11712.t1",0,0,0,0,0,2
"Chr05-anno1.g12225.t1",0,0,0,0,0,1
"Chr05-anno1.g12490.t1",0,0,0,0,0,2
"Chr05-anno1.g12702.t1",0,0,0,0,0,3
"Chr05-anno1.g6337.t1",0,0,0,0,0,1
"Chr05-anno1.g6382.t1",0,0,0,0,0,1
"Chr05-anno1.g6507.t1",0,0,0,0,0,2
"Chr05-anno1.g6792.t1",0,0,0,0,0,2
"Chr05-anno1.g6853.t1",0,0,0,0,0,1
"Chr05-anno1.g6856.t1",0,0,0,0,0,6
"Chr05-anno1.g6874.t1",0,0,0,0,0,1
"Chr05-anno1.g7042.t1",0,0,0,0,0,1
"Chr05-anno1.g7086.t1",0,0,0,0,0,1
"Chr05-anno1.g7304.t1",0,0,0,0,0,1
"Chr05-anno1.g7355.t1",0,0,0,0,0,3
"Chr05-anno1.g7621.t1",0,0,0,0,0,1
"Chr05-anno1.g8379.t1",0,0,0,0,0,5
"Chr05-anno1.g9703.t1",0,0,0,0,0,1
"Chr05-anno2.g67405.t1",0,0,0,0,0,1
"Chr05-anno2.g67443.t1",0,0,0,0,0,1
"Chr05-anno2.g67921.t1",0,0,0,0,0,1
"Chr05-anno2.g72752.t1",0,0,0,0,0,1
"Chr05-anno2.g72847.t1",0,0,0,0,0,2
"Chr05-anno2.g73466.t1",0,0,0,0,0,2
"Chr05-anno2.g73817.t1",0,0,0,0,0,1
"Chr05-long_reads1.PB.2208.3",0,0,0,0,0,10
"Chr05-long_reads1.PB.2390.1",0,0,0,0,0,2
"Chr05-long_reads1.PB.2563.11",0,0,0,0,0,3
"Chr06-anno1.g13492.t2",0,0,0,0,0,3
"Chr06-anno1.g14055.t1",0,0,0,0,0,1
"Chr06-anno1.g16428.t1",0,0,0,0,0,2
"Chr06-anno1.g17680.t1",0,0,0,0,0,1
"Chr06-anno1.g18066.t1",0,0,0,0,0,2
"Chr06-anno1.g18105.t1",0,0,0,0,0,2
"Chr06-anno1.g18373.t1",0,0,0,0,0,5
"Chr06-anno1.g18375.t1",0,0,0,0,0,1
"Chr06-anno1.g19112.t1",0,0,0,0,0,1
"Chr06-anno1.g19142.t1",0,0,0,0,0,3
"Chr06-anno1.g19207.t1",0,0,0,0,0,1
"Chr06-anno1.g19304.t1",0,0,0,0,0,1
"Chr06-anno1.g19307.t1",0,0,0,0,0,1
"Chr06-anno1.g19311.t1",0,0,0,0,0,2
"Chr06-anno2.g56819.t1",0,0,0,0,0,1
"Chr06-anno2.g56890.t1",0,0,0,0,0,4
"Chr06-anno2.g57186.t1",0,0,0,0,0,1
"Chr06-long_reads1.PB.3068.1",0,0,0,0,0,2
"Chr07-anno1.g1276.t1",0,0,0,0,0,1
"Chr07-anno1.g1668.t1",0,0,0,0,0,1
"Chr07-anno1.g2035.t1",0,0,0,0,0,2
"Chr07-anno1.g2041.t1",0,0,0,0,0,3
"Chr07-anno1.g3109.t1",0,0,0,0,0,1
"Chr07-anno1.g347.t1",0,0,0,0,0,13
"Chr07-anno1.g4187.t1",0,0,0,0,0,1
"Chr07-anno1.g4389.t1",0,0,0,0,0,1
"Chr07-anno1.g4462.t1",0,0,0,0,0,1
"Chr07-anno1.g5247.t1",0,0,0,0,0,2
"Chr07-anno1.g5451.t1",0,0,0,0,0,1
"Chr07-anno1.g5457.t1",0,0,0,0,0,1
"Chr07-anno1.g5472.t1",0,0,0,0,0,1
"Chr07-anno1.g5579.t1",0,0,0,0,0,1
"Chr07-anno1.g5610.t1",0,0,0,0,0,1
"Chr07-anno1.g5672.t1",0,0,0,0,0,1
"Chr07-anno1.g5694.t1",0,0,0,0,0,4
"Chr07-anno1.g604.t1",0,0,0,0,0,1
"Chr07-anno1.g667.t1",0,0,0,0,0,2
"Chr07-anno2.g60278.t1",0,0,0,0,0,2
"Chr07-anno2.g61019.t1",0,0,0,0,0,1
"Chr07-anno2.g63956.t1",0,0,0,0,0,1
"Chr07-long_reads1.PB.3488.2",0,0,0,0,0,1
"Chr07-long_reads1.PB.3642.6",0,0,0,0,0,1
"Chr07-long_reads1.PB.3918.1",0,0,0,0,0,1
"Chr08-anno1.g33152.t1",0,0,0,0,0,2
"Chr08-anno1.g33324.t2",0,0,0,0,0,1
"Chr08-anno1.g33511.t1",0,0,0,0,0,1
"Chr08-anno1.g33974.t1",0,0,0,0,0,2
"Chr08-anno1.g34206.t1",0,0,0,0,0,2
"Chr08-anno1.g34837.t1",0,0,0,0,0,1
"Chr08-anno1.g35072.t1",0,0,0,0,0,1
"Chr08-anno1.g35141.t1",0,0,0,0,0,2
"Chr08-anno1.g37619.t1",0,0,0,0,0,2
"Chr08-anno1.g38136.t1",0,0,0,0,0,2
"Chr08-anno1.g38299.t1",0,0,0,0,0,7
"Chr08-anno1.g38415.t1",0,0,0,0,0,2
"Chr08-anno1.g38550.t1",0,0,0,0,0,1
"Chr08-anno1.g39050.t1",0,0,0,0,0,1
"Chr08-anno2.g1061.t1",0,0,0,0,0,1
"Chr08-anno2.g380.t1",0,0,0,0,0,2
"Chr08-anno2.g4402.t1",0,0,0,0,0,10
"Chr08-anno2.g499.t1",0,0,0,0,0,1
"Chr08-anno2.g7582.t1",0,0,0,0,0,1
"Chr08-long_reads1.PB.4118.1",0,0,0,0,0,1
"Chr08-long_reads1.PB.4142.1",0,0,0,0,0,1
"Chr08-long_reads1.PB.4224.2",0,0,0,0,0,1
"Chr08-long_reads1.PB.4256.2",0,0,0,0,0,2
"Chr08-long_reads1.PB.4346.1",0,0,0,0,0,1
"Chr09-anno1.g39611.t1",0,0,0,0,0,1
"Chr09-anno1.g40090.t1",0,0,0,0,0,1
"Chr09-anno1.g40445.t1",0,0,0,0,0,1
"Chr09-anno1.g40698.t1",0,0,0,0,0,1
"Chr09-anno1.g40702.t1",0,0,0,0,0,1
"Chr09-anno1.g40923.t1",0,0,0,0,0,5
"Chr09-anno1.g41575.t1",0,0,0,0,0,2
"Chr09-anno1.g42991.t1",0,0,0,0,0,1
"Chr09-anno1.g43265.t1",0,0,0,0,0,1
"Chr09-anno1.g43304.t1",0,0,0,0,0,2
"Chr09-anno1.g43668.t1",0,0,0,0,0,2
"Chr09-anno1.g43943.t1",0,0,0,0,0,3
"Chr09-anno1.g44413.t1",0,0,0,0,0,1
"Chr09-anno1.g44553.t1",0,0,0,0,0,17
"Chr09-anno1.g44828.t1",0,0,0,0,0,3
"Chr09-anno2.g37485.t1",0,0,0,0,0,1
"Chr09-anno2.g38020.t1",0,0,0,0,0,1
"Chr09-anno2.g40155.t1",0,0,0,0,0,1
"Chr09-anno2.g40949.t1",0,0,0,0,0,2
"Chr09-anno2.g41454.t1",0,0,0,0,0,4
"Chr09-anno2.g42839.t1",0,0,0,0,0,1
"Chr09-anno2.g43205.t1",0,0,0,0,0,1
"Chr09-long_reads1.PB.4709.1",0,0,0,0,0,1
"Chr09-long_reads1.PB.4724.1",0,0,0,0,0,3
"Chr09-long_reads1.PB.4842.2",0,0,0,0,0,4
"Chr09-long_reads1.PB.5059.1",0,0,0,0,0,1
"Chr10-anno1.g27729.t1",0,0,0,0,0,5
"Chr10-anno1.g27741.t1",0,0,0,0,0,2
"Chr10-anno1.g29534.t1",0,0,0,0,0,2
"Chr10-anno1.g31258.t1",0,0,0,0,0,8
"Chr10-anno1.g32675.t1",0,0,0,0,0,1
"Chr10-anno2.g31402.t1",0,0,0,0,0,2
"Chr10-anno2.g34575.t1",0,0,0,0,0,1
"Chr10-anno2.g36420.t1",0,0,0,0,0,1
"Chr10-anno2.g36470.t1",0,0,0,0,0,3
"Chr10-long_reads1.PB.5105.1",0,0,0,0,0,2
"Chr10-long_reads1.PB.5326.3",0,0,0,0,0,1
"FUN_002203-T1",0,0,0,0,0,2
"FUN_002437-T1",0,0,0,0,0,3
"FUN_003891-T1",0,0,0,0,0,3
"FUN_004414-T1",0,0,0,0,0,3
"FUN_004555-T1",0,0,0,0,0,2
"FUN_004804-T1",0,0,0,0,0,1
"FUN_005819-T1",0,0,0,0,0,1
"FUN_006478-T1",0,0,0,0,0,1
"FUN_007841-T1",0,0,0,0,0,1
"FUN_008561-T1",0,0,0,0,0,1
"FUN_010389-T1",0,0,0,0,0,1
"FUN_011088-T1",0,0,0,0,0,1
"FUN_011148-T1",0,0,0,0,0,1
"FUN_011939-T1",0,0,0,0,0,1
"FUN_012950-T1",0,0,0,0,0,3
"FUN_013110-T1",0,0,0,0,0,1
"FUN_013680-T1",0,0,0,0,0,1
"FUN_016561-T1",0,0,0,0,0,1
"FUN_016641-T1",0,0,0,0,0,1
"FUN_016727-T1",0,0,0,0,0,1
"FUN_016831-T1",0,0,0,0,0,2
"FUN_016948-T1",0,0,0,0,0,2
"FUN_017814-T1",0,0,0,0,0,1
"FUN_018334-T1",0,0,0,0,0,1
"FUN_018696-T1",0,0,0,0,0,1
"FUN_020241-T1",0,0,0,0,0,2
"FUN_021680-T1",0,0,0,0,0,1
"FUN_021852-T1",0,0,0,0,0,2
"FUN_022333-T1",0,0,0,0,0,1
"FUN_022724-T1",0,0,0,0,0,2
"FUN_023190-T1",0,0,0,0,0,1
"FUN_023363-T1",0,0,0,0,0,1
"FUN_023730-T1",0,0,0,0,0,1
"FUN_023944-T1",0,0,0,0,0,2
"FUN_024348-T1",0,0,0,0,0,2
"FUN_024691-T1",0,0,0,0,0,1
"FUN_024762-T1",0,0,0,0,0,1
"FUN_024870-T1",0,0,0,0,0,2
"FUN_024992-T1",0,0,0,0,0,2
"FUN_026966-T1",0,0,0,0,0,19
"FUN_027156-T1",0,0,0,0,0,3
"FUN_027225-T1",0,0,0,0,0,4
"FUN_027492-T1",0,0,0,0,0,1
"FUN_027892-T1",0,0,0,0,0,1
"FUN_027940-T1",0,0,0,0,0,1
"FUN_028272-T1",0,0,0,0,0,1
"FUN_032068-T1",0,0,0,0,0,1
"FUN_032150-T1",0,0,0,0,0,2
"FUN_032589-T1",0,0,0,0,0,1
"FUN_033148-T1",0,0,0,0,0,3
"FUN_033155-T1",0,0,0,0,0,1
"FUN_035867-T1",0,0,0,0,0,1
"FUN_038095-T1",0,0,0,0,0,1
"FUN_038577-T1",0,0,0,0,0,1
